Config,Num_GPUs,Mean_Accuracy,Std_Accuracy,Min_Accuracy,Max_Accuracy,Max_Diff,Mean_Correlation,Category,GPUs
seed_42_tf32_False_amp_False_w0,6,77.890625,0.2688277503811686,77.59,78.46,0.8699999999999903,0.9850692095403718,Statistical (Chấp nhận),"NVIDIA GeForce RTX 5090, TPU, NVIDIA GeForce RTX 3060, Tesla T4, NVIDIA L4, NVIDIA A100-SXM4-40GB"
